,sentimento,txt
690,positivo,"Uau... Impossível ficar indiferente!! Sabe àquelas pessoas que te provocam ao ponto de admira-las muito ou odiá-las profundamente? Será a mesma sensação que você deve ter ao ler esse livro a não ser que já pratique naturalmente os conceitos nele descritos. O autor resume no primeiro capítulo o conceito básico do livro, e depois ele te leva como em um excelente bate papo a como chegou até estes conceitos, compartilhando muitas experiências pessoais. Basicamente ele propõe um olhar crítico sobre o que verdadeiramente importa para você em tudo em sua vida, inclusive seus valores morais, e pela ótica do self-made man, de assumir suas responsabilidades, o que para as gerações mais recentes pode ser profundamente impactante. Ele relata também as dificuldades desse tipo de reflexão bem como as vantagens dessa proposta. Muitas partes me lembram o conceito de felicidade de Schopenhauer (Felicidade é medida pelo menor nível de infelicidade possível) e o conceito de se importar e fazer acontecer que Ayn Rand expressa em A Revolta de Atlas. Recomendo à todos os que queiram uma visão diferente e complementar ao que vem sendo dito por muitos outros autores sobre como lidar com a vida. 
"
691,positivo,"Na maior parte das vezes, o autor fala sobre coisas que já sabemos, mas com exemplos que nos fazem refletir em cima dos fatos. E, na minha opinião, é essa reflexão, que nós próprios fazemos, que realmente nos impulsiona a mudar. Não é um livro que faz milagres - lê-lo não fará você se importar menos com as coisas, mas ele te apresenta um caminho e te induz a refletir sobre suas expectativas com relação ao mundo e seus comportamentos diante das situações. Em resumo: uma leitura leve, que vai te dar assunto para discutir numa roda de amigos, enquanto vocês apreciam um bom vinho. Afinal, como o próprio autor pontua, a felicidade está nas pequenas coisas. 
"
692,positivo,"Ligar o F*da-se não significado não ligar pra nada, mas sim, não se cobrar tanto ao fazer coisas erradas. 
"
693,positivo,"“Todos vamos morrer, todos nós. Que circo! Só isso deveria nos fazer amar uns aos outros, mas não. Ficamos apavorados e somos esmagados pelas trivialidades da vida; somos consumidos pelo nada.” Excelente leitura para abrir nossos olhos durante esta incrível transformação que a sociedade vem passando. 
"
694,positivo,"Um dos melhores livros que li em 2017. Já tinha lido o models, mas esse superou! Linguagem e leitura de fácil compreensão. Recomendo de olhos fechados
"
695,positivo,"O que é mais interessante é que o autor fala exatamente sobre tudo aquilo que, no fundo, já sabemos, mas nos esquecemos com as exigências da sociedade e de nós mesmos, grandes egoístas que acreditamos que o mundo se importa muito conosco e nossos problemas. Um tapa na cara oferecido com muita delicadeza e que acaba por nos deixar bastante satisfeitos com o que a vida pode vir a ser. Todo mundo deveria ler esse livro para fugir de suas arrogâncias. 
"
696,positivo,"Todas as partes do livro já vimos em outros lugares, porém a maneira como o autor conversa conosco é excelente. Ele fala sem arrodeios e nos mostra que... bicho... tu tá aqui para errar mesmo, fazer bobagem e levantar, cair de novo e assim será a vida e teu crescimento. É MUITO BOM! 
"
697,positivo,"Geralmente não é o tipo de livro que leio, confesso que fiquei intrigada pelo título no primeiro momento.mas a narrativa  fluida e informal foi me cativando. Marquei muitas passagens, tamanho interesse que me causou. Enfim amei. Recomendo. 
"
698,positivo,"Aborda de forma divertida e irreverente como lidar com a vida e suas agruras. Relacionamentos tóxicos e destruição dos livros de auto ajuda. Relvelador e instigante do início ao fim. Recomendo de olhos fechados. 
"
699,positivo,"Esse livro e tipo aquele amigo que tem ousadia de dizer umas boas verdades na sua cara. No inicio fiquei revoltada com as verdades que li, mas depois entendi o conceito do autor realmente concordo com ele você não tem que sentir culpada (o) por não sentir bem o tempo todo. Livro que vai acompanhar na cabeceira da cama por muito tempo. 
"
700,positivo,"Um livro sem muitas pretensões, mas que traz muitos conselhos para a vida (e que são realmente úteis). Não deixa de ser simplista nas descrições e conselhos que traz, contudo, ""joga na cara"" do leitor a realidade dos fatos, mostrando as consequências de não saber falar ""não"". 
"
701,positivo,"Ao contrário do que o título possa indicar, não é  um livro que ensina a alguém a jogar todas as coisas para o ar e não se importar com nada. Pelo contrário, ele mostra com nos focarmos em nós mesmos, aceitando nossas limitações e defeitos, ao mesmo tempo em dá uma visão mais tênue da vida, na medida em que nos ensina a não nos focarmos muito em expectativas, quer sejam nossas ou de outrem. Uma obra que deve ser lida por todos. 
"
702,positivo,"Dá pra ver que o autor não é alguém que fez milhares de estudos e não tem também uma super bagagem acadêmica, mas mesmo assim ele ensina oq ele aprendeu de uma forma muito bem humorada e bem revolucionária, é um livro que vai te fazer rir muito com certeza, mas acima de tudo vai te fazer pensar sobre pontos de vista que provavelmente vc nunca viu, recomendaria pra qualquer um
"
703,positivo,"Início de leitura completamente despretensiosa, sem grande aspirações, porém o livro vai amadurecendo e no final surpreende a ponto de dar um nó na garganta. Nosso geração é muito mimada e arrogante, costumamos nos dar muito mais importância do que temos e perdemos muito tempo nos preocupando com insignificâncias. Este livro ajuda a você a focar no que é realmente focar no que é importante. Entenda a mensagem e tire uma grande lição vida. 
"
704,positivo,"Excelente texto, muito revelador, e de fácil leitura sem ser superficial. Os leitores encontrarão muitos pontos em comum com religiões ou filosofias, especialmente orientais, se já tiverem tido contato. O livro não é longo mas nao compromete a proposta do autor. 
"
705,positivo,"O livro é muito mais do que a ideia do título diz. Não se deixe levar pelos capítulos iniciais, o autor traz reflexões interessantes e modos de pensar de forma realista. Você deve ser sincero com você mesmo, sobre seus objetivos de vida e o que realmente deseja da vida. Leve a vida como você acha que deve levar, e não como a mídia prega ou os ""bem sucedidos"" acham que deve ser. Encare as consequências das suas escolhas. 
"
706,positivo,"Esse livro mudou a minha vida, com ele pude compreender o porque algumas situações incomodas podem ser vistas e lidadas de forma diferente, porém apesar do que o livro da a entender esse livro ensina você a se dedicar ao máximo aos seus objetivos e metas pessoais que realmente importam. O autor é realmente impressionante referente a seu modo de escrever e te prender na leitura, esse é de longe um dos melhores livros que tive o prazer de ler. 
"
707,positivo,"Um livro excelente, com frequentes tapas na cara a cada frase lida. O livro não trata exatamente sobre não ligar para nada mais e f*da-se, mas sim de se importar somente com aquilo que é realmente importante, traz reflexões óbvias que ignoramos sem nem perceber. Adorei a leitura, recomendo muito para quem ainda sofre com coisas superficiais. 
"
708,positivo,"Adorei a escrita leve e próxima, do dia a dia mesmo, para ficar bem exemplificativo enquanto tratava de assuntos bem sérios e profundos. Recomendo muito para todos, mas especialmente para quem perdeu o brilho nos olhos: existe grande chance de recuperá-lo ao ler este livro. 
"
709,positivo,"Leitura muito boa, o autor dá dicas obvias, mas que muitos não se dão conta ou não praticam no dia a dia. Ele também insiste que nós temos que assumir a responsabilidade pelas nossas ações e deixar de ficar pensando que foi o destino quem escolheu tal consequência que ocorreu com nós mesmos. 
"
710,positivo,"Não vai ser seu típico livro de auto ajuda que quer so encher sua bola e falar que você é lindo e veio ao mundo para ser um sucesso. Vai jogar na sua cara que você está errado e precisa mudar. O conselho é que leia, mas leia para mudar.
"
711,positivo,"eu comecei a ler sem muita expectativa, apenas guiada pelas centenas de comentários positivos ao redor do livro. Mas, nas primeira páginas já é possivel entender porque fez sucesso, um livro leve, um tipo de auto-ajuda diferente, que te fala umas verdade e muito atual. Parece uma conversa de amigos. hahaha eu nem terminei de ler e resolvi deixar o comentário, porque de verdade está me ajudando muito! 
"
712,positivo,"Autor mostra por meio de ideias e palavras a verdade que a gente precisa escutar a fim de esclarecer as nossas prioridades e nos enxergar melhor como seres incompletos, errantes e humanos. Não há nada de especial em nós, o que torna especial é o foco que damos ao que a gente acredita e a importância que damos aos problemas e me deixou com uma questão na cabeça: 'As coisas tornam-se grandes quanto mais atenção e energia nos dispensamos a ela.' 
"
713,positivo,"Faço uso do livro pelo tablet e aprendi que várias coisas são importantes para várias pessoas , mas o importante mesmo é o que lhe faz bem ....o termo F*da-se não que dizer ......"" não seja cidadão "" , "" faça o que quiser e os outros que se danem"" ......entendi que voce deve valor as coisas que lhe fazem bem , não importa os outros - não precia air machucando , betrano ou cicrano .....voce é o foco 
"
714,positivo,"Entre os altos e baixos das histórias, entre os momentos de teoria e pura reflexão, Mark expõe seu modelo f*da-se de como enxergar a vida. Não entendo como modo operante tudo que é exposto, mas são bons pensamentos para reflexão de nossos hábitos. Recomendo para todos. Apenas tenha a mente aberta durante a leitura, porque provavelmente vai se pegar em contradição com o que é apresentado em alguns momentos. 
"
715,positivo,"Este livro, apesar de parecer, pela capa, um livro punk e inexperiente, na verdade se revela incrívelmente sábio. Com muita influência budista (na minha impressão), discute a dor, existência e propósito a ponto de te destruir e te reconstruir um novo ser, forte e inquebrável. Este, com certeza é um daqueles livros que deve-se ler todos os anos. Sem dúvida. 
"
716,positivo,"O livro traz reflexões importantes em uma linguagem sinples e de leitura agradável. Vale reler com o tempo para verificar se estamos colocando os ensinamentos em prática 
"
717,positivo,"O título parece sensacionalista parece ser colocado para vender, o que leva a crer ser mais um livro de autoajuda. Mas, felizmente, é um ótimo livro. Traz algumas lições e dicas para nossa vida moderna. É um guia para não nos deixar sermos engolidos pela rotina mesquinha do dia a dia. Vale ser relido todo ano para nos lembrarmos do que é importante na vida. 
"
718,positivo,"O livro nos provoca a repensar nossos valores, princípios, métricas de sucesso: estamos nos baseando em algo que importa e vai facilitar nossa jornada aqui com nós mesmos (a pessoa com quem mais convivemos e quem mais precisamos entender) ou coisas supérfulas e cotidianas, vazias? As vezes pode se perder um pouco, mas a experiência como um todo foi muito positiva e me fez pensar muito.
"
719,positivo,"Confesso que no início não tinha achado nada muito novo e já tinha recebido spoilers do livro em podcast e de ~ influencers ~ que apresentavam seus conceitos e não davam o devido crédito ao autor. Esse livro apresenta história de outros autores também muito bons. É um livro que termina já te apresentando outros livros pra ler. 
"
720,positivo,"Confesso que comecei a ler incentivada por um amigo, achando que seria mais um livro de autoajuda sensacionalista e fútil, mas eu gostei muito! Com senso de humor um pouco de sarcasmo o autor vai explicando sua teoria e nos fazendo perceber que a chave para resolver raiva, fracasso ou aquela sensação de vazio está dentro da nossa cabeça. nos parâmetros que adotamos avaliar a nós e ao mundo. Muito bom! 
"
721,positivo,"O autor se expressa de maneira simples, mas completa. Apresenta-nos conceitos que já conhecemos e que somos permeados a toda vida mas, que não os colocamos em prática. O livro é cheio de lições que devemos por em prática, salpicados com doses cômicas e gratinados com fatias generosas de ironia. Simplesmente, divertido, encantador e primoroso de se ler. 
"
722,positivo,"O livro é diferente de outros sobre auto-ajuda e é realmente prazeiroso de ler. A forma como Mark Manson escreve te faz pensar que ele está do seu lado te contando sobre o que voce lê. Recomendo uma segunda leitura para fixar sobre as inúmeras dicas que ele da ao longo do livro e realmente digeri-las e po-las em prática. 
"
723,positivo,"Eu demorei para comprar o livro pois acreditava ser mais um ""auto ajuda"" repleto de blá blá...e quando comecei a leitura, foi uma grata surpresa, o mesmo é muito prático e direto em suas colocações. Ótimas reflexões para a vida diária. 
"
724,positivo,"Este livro traz a visão de que a vida não é um mar de rosas e que você deve lidar com isso, se você vive reclamando e querendo que o mundo seja justo contigo, compre este livro e leia par finalmente crescer e se tornar adulto. Caso conheça alguém assim, dê este livro de presente. 
"
725,positivo,"Ótimo livro, leitura muito interessante! Através de algumas histórias e de observações feita pelo autor podemos avaliar nossa conduta na vida e fazer uma avaliação do que realmente é importante. As vezes é necessáriomudar algumas condutas e a forma como pensamos pra viver melhor consigo mesmo e com todos q nos rodeiam. 
"
726,positivo,"E com muita satisfção que resolvi comprar esta litratura em que apesar do titulo sugerir uma expleção prejorativa, seu comteudo e de muito bom gosto um relato interressante e de facil cogniçãoachei muito bom!
"
727,positivo,"O livro é simples e direto. Ele vai contar algumas piadas, falar bastante palavrões é vai contar muitas histórias pessoais e de outras pessoas que vão fazer você repensar várias coisas na sua vida. Altamente recomendado! 
"
728,positivo,"O autor usa uma linguagem simples, as vezes coloquial , mas consegue passar uma boa mensagem no livro. Arrogância. Medo. Falta de valores. Tudo abordado a fundo. Não se iludam com o título 
"
729,positivo,"Não esperava tanto desse livro, mas ele realmente foi maravilhoso! Leitura gostosa, corrida e a cada capítulo varias lições para melhorar minha vida! Fiquei mais feliz ainda quando descobri que o Mark é marido da Fê Neute, que é alguém que eu tanto gosto. Recomendo demais 
"
730,positivo,"Achei a linguagem utilizada pelo autor do livro muito sincera e leve, uma verdadeira sacudida nas nossas ilusões diárias. Gostei bastante das historias relatadas ao longo dos capítulos. Recomendo este livro principalmente às pessoas ansiosas, que vivem em busca da perfeição (que não existe!). Aprendam com o Panda da Desilusão! Hahahaha 
"
731,positivo,"o produto chegou rápido e em perfeitas condições. O livro é muito valoroso em informações que podemos utilizar no nosso dia a dia, uma forma de como podemos deixar de importar tanto com relação aos outros e tomarmos pra nós a responsabilidade pelo que sentimos e como agimos perante algo que nos acontece, recomendo muito a leitura. 
"
732,positivo,"Livro com um conteúdo marcante. Diferente de tudo o que eu já tinha visto e lido e com fácil e extremamente agradável leitura Mark tem uma linguagem muito jovem (e politicamente incorreta, o que é fascinante)) na sua comunicação o que prende a o leitor a cada vez maior cair de cabeça na leitura. Recomendação total a esse livro 
"
733,positivo,"Achei o livro bom, tenta nos mostrar uma nova perspectiva das situações do dia a dia. a que devemos dar importância e como analisarmos com o que devemos dar importância. 
"
734,positivo,"O livro permite uma leitura rápida e no início é bem dinâmico, o que vai se tornando um pouco cansativo à medida que avança. Ele em algumas ocasiões se mostra redundante, mas no geral, é um livro sério e com informações que te faz enxergar as situações rotineiras através de uma outra óptica. Vale a aquisição.
"
735,positivo,"Consegui enxergar novas perspectivas sobre eu mesmo. Fez-me identificar como mudar hábitos ao me fazer entendê-los primeiramente. Quando buscamos entender 'o porquê' de fazermos o que fazemos, vemos que os hábitos são ações automáticas que fazemos sem perceber, e quando nos damos conta, 'já é tarde'. O livro nos convida e mudar essa realidade. Recomendo. 
"
736,positivo,"Adorei o livro e cada capítulo contextualizando hábitos e como podemos agir de uma forma ainda melhor se focarmos no que é certo. Uma ótima leitura, fluida, daquelas que você começa e não quer parar de ler enquanto não acabar. Recomendadíssimo a quem deseja melhorar a rotina e entender porque faz o que faz. 
"
737,positivo,"O livro é funcional e simples. As fontes científicas podem parecer prolixas ou desnecessárias, mas elas ajudam a sabermos a importância e, como diz o nome do título, o poder do hábito. Recomendo para quem quer ferramentas simples para mudar e implementar novos e bons hábitos na rotina ou na vida como um todo. 
"
738,positivo,"É tão, mas tão incrível, que assim q comecei a ler eu fiquei frustrada por não ter lido a muito mais tempo. É com certeza meu livro favorito, um livro de cabeceira. Um hábito muda tudo! 
"
739,positivo,"É muito bom quando lemos um livro com um conteúdo interessante, chegamos a ficar tristes ao percebermos que estamos chegando ao final de sua leitura, sentimos isso pois o que estamos lendo é ""gostoso"" de ler, expande a nossa visão de mundo, nos dá um poder que antes achávamos que não tínhamos, no caso desse livro, o autor nos prova que sim, podemos mudar nossos hábitos, os bons e os ruins, ele mostra também que não estamos condenados a vivermos até o fim de nossas vidas tendo hábitos vistos por nós e por terceiros como indesejados, inadequados e estranhos. O autor pra reforçar suas ideias, expõe no decorrer do livro vários estudos científicos, situações relevantes que empresas e pessoas passaram, são casos interessantes de serem analisados, principalmente porque o escritor não traz eles em vão a sua obra, após essas histórias serem expostas ou mesmo no decorrer delas, ele vai implementando suas ideias e abrindo nossa mente para algo que sempre esteve entre nós, ao nosso alcance, mas que por não prestarmos atenção, não percebíamos e não entendíamos, afinal, os hábitos existem há milhares de anos, mas apenas nas últimas 3 décadas é que vários cientistas, médicos e psicólogos passaram a ter interesse e a dedicar uma atenção especial para esse assunto, e que bom que isso aconteceu, pois nós podemos hoje ter acesso a um livro como este. Sua leitura é ""rica"", seria bom que muita gente pudesse lê-lo, pois as dicas, as orientações e as ideias expostas nesse livro são como um remédio, acredito que se você não sabe quase nada sobre seus maus hábitos, como por exemplo, por que eles rotineiramente ficam surgindo mesmo quando você não deseja isso? É importante que você aprenda a combatê-los, modificá-los, por isso que digo que esse livro serve como tratamento principalmente para os maus hábitos, como o escritor fala no final do livro, a mudança de hábitos é possível, mas nem sempre será fácil, pois cada hábito tem seu grau de complexidade e de profundeza (enraizamento dentro de nossos cérebros), mas é esperançoso poder ter a certeza que sim, é possível mudarmos nossos hábitos, 65% do livro nos mostra como identificar de forma clara e objetiva nossos hábitos, isso é extremamente importante, pois se não conhecermos bem uma ""doença"", um problema ou nossos inimigos, teremos poucas chances de combatê-los, de vencermos. Pretendo ler esse livro novamente, ele entrou para o grupo dos melhores livros que já li. Indico que você o leia e passe a ver sua rotina, seu dia a dia de outra forma e que se você quiser e com esforço e dedicação, poderá sair da prisão que é alguns de seus hábitos. 
"
740,positivo,"Um livro muito bom para mostrar o quanto os nossos hábitos interferem de maneira inconsciente nas nossas vidas e um excelente instrumento para motivar a aquisição de novos hábitos e a conquista de resultados Gostei muito dos exemplos que foram colocados no livro (tirados de casos reais) e da linguagem  que é simples com mensagem objetiva. Recomendo este livro para pessoas que estão querendo mudanças em suas vidas. 
"
741,positivo,"Como um livro de auto ajuda, uma abordagem totalmente diferente. Em vez de nos mostrar regras e conselhos para mudar nossos hábitos, o autor nos mostra as consequências da inércia, de não mudar nossos maus hábitos e não perceber que eles existem. Depois de ler esse livro, entrei em profunda reflexão sobre o quão importante é tomar consciência do que fazemos no nosso dia-a-dia em casa e no trabalho, e como pequenas mudanças de rotina podem levar a resultados surpreendentes. Recomendo! 
"
742,positivo,"O autor desse livro consegue compilar uma série de estudos, dados e informações interessantes e levar tudo isso aos leitores de forma simples e de fácil leitura. Mas ele não se atem apenas ao âmbito das pesquisas científicas, ele traz exemplos mais práticos de pessoas bem sucedidas que chegaram ao exito botando em prática a mudança de hábitos na sua própria vida e na vida de instituições privadas ou não. Indico!
"
743,positivo,"Não tenho o costumo de ler livros que não seja envolvendo conhecimentos científicos de Astronomia, Química, Física, etc, apesar deste livro abordar conhecimentos científicos. Pois então, o livro O PODER DO HÁBITO:  Por que fazemos o que fazemos na vida e nos negócios, me mostrou a capacidade excelente de leituras suaves como essa. Estou aprendendo a cada dia lendo o livro e tentando aplicar os conhecimentos na minha vida pessoal e profissional. E mais, estou recomendando os livros a amigos; sinal que o livro superou a minha expectativa. Era para eu ter conhecido/lido livros assim a tempos atrás, mas por questões ""culturais"" não gostava. E o livro  O PODER DO HÁBITO está fazendo eu modificar minha rotina habitual. LIVRO SENSACIONAL! recomendo! 
"
744,positivo,"Leitura altamente recomendada. O autor mostra de uma maneira bem clara e até engraçada fatos que revelam os como os nossos hábitos são construídos e como experimentos podem mudá-los. A mudança de um hábito é algo para mim muito poderoso e os exemplos mostrados no livro me revelaram coisas que nunca tinha pensado sobre esse assunto. 
"
745,positivo,"Primeiramente, eu comprei devido a dica do Átila, do Nerdologia rs. Este livro é muito bem escrito e aprofundado, o autor/jornalista pesquisou com base científica, a fundo sobre temas que envolve e moldam os hábitos que muitas vezes inconscientemente criamos, no final, ele posta dicas sob experiência própria e de como mudar o padrão do hábito. Recomendo para aqueles que se interessa na psicologia do hábito ou como curiosidade, independente disso é uma excelente leitura! 
"
746,positivo,"Um livro que dispensa comentários. Extremamente eficaz no que se propõem a ensinar. Depois desse livro você reconhece que, de fato, tudo é questão de hábito. Sem dúvida recomendo. 
"
747,positivo,"Chegou antes do previsto, está louco para ler este livro, recomendo a amazon da total suporte na central de atendimento para qualquer enventual duvidas! Sem contar os valores que se diferem das outras livrarias, além de ser mais baratos, chegam com mais agilidade! 
"
748,positivo,"O autor descreve o ciclo do hábito com uma profundidade que não deixa a leitura cansativa. A única coisa que não gostei é que ele descreve geralmente 3 exemplos sobre o mesmo tema, tudo em paralelo. Ou seja, ao invés de escrever 10 páginas sobre o mesmo caso de estudo, ele escreve 2 páginas, começa outro, mais 2 páginas começa outro, mais 3 páginas e começa o terceiro, e depois volta no primeiro.. achei um pouco confuso, mas nada que atrapalhe a leitura. 
"
749,positivo,"É uma leitura de desenvolvimento pessoal imprescindível, em minha opinião. Consegue habilmente equilibrar as explicações científicas em uma leitura bastante compreensível e cativante. Ajuda e muito em nos convencer a mudar hábitos nocivos por outros mais positivos. Ajudou imensamente em minha busca por uma mudança de vida mais saudável. 
"
750,positivo,"Excelente livro. Impressionante o impacto que sofremos diariamente por força dos nossos hábitos e sequer notamos. Os casos concretos relatados pelo autor facilitam a compreensão do assunto. Ao contrário do que alguns leitores mencionaram nos comentários anteriores, não achei cansativos, mas esclarecedores. Segue muito o estilo das obras de Oliver Sacks. Caso você pretenda parar de fumar, emagrecer, começar a fazer exercícios, enfim, mudar alguma rotina na sua vida, a leitura será reveladora.
"
751,positivo,"Surpreendeu minhas expectativas, foi melhor do que imaginei. Mostra como somos influenciáveis por tudo a nossa volta, por coisas simples que já mais pensaríamos que poderiam nos induzir a fazer ou deixar de fazer alguma coisa. O autor escreve de uma forma simples e fácil de ler. Esse livro é fantástico e surpreendente. 
"
752,positivo,"Charles Duhigg apresenta no livro uma extensa pesquisa sobre como os hábitos se formam em nosso cérebro. É muito útil para entender porque fazemos coisas automaticamente e o que está acontecendo em nosso cérebro quando parece que há uma força invisível nos obrigando a fazer coisas, como se não tivéssemos escolha, como por exemplo comer automaticamente uma sobremesa após a refeição: na verdade, estamos executando hábitos. A estrutura do hábito é constituída por uma deixa, que leva à rotina e termina com uma recompensa. Entendendo essa estrutura, é possível identificar ações que executamos no dia a dia que são na verdade hábitos que criamos ao longo da vida. 
"
753,positivo,"O livro chegou em tempo recorde pela transportadora, lacrado no plástico, super embrulhado no pacote de papelão. Estou adorando a experiência da leitura, a edição do livro é maravilhosa, páginas amarelinhas com espessura perfeita, tamanho da letra que eu adoro. As histórias e relatos do livro em si são interessantes e fazem perceber o quanto o hábito e a rotina podem modificar uma vida, um relacionamento, uma empresa, uma organização. É voltado para o mundo dos negócios, processos gerenciais, mas é enriquecedor pra vida de toda pessoa que mudar sua visão e melhorar sua qualidade de vida, escolhendo os hábitos que a levem para frente. 
"
754,positivo,"Adorei este livro para entender como funcionam os nossos hábitos. O autor embasou todo o estudo de como se formam nossos hábitos e como podemos mudá-lo. A única questão é que ele possui muita referência de pesquisa para embasamento o que pode deixar (quem não gosta desse tipo de abordagem) a leitura cansativa. Eu não tenho este problema, mas indiquei para dois amigos que não conseguiram finalizar por esse motivo. 
"
755,positivo,"Realmente uma obra indispensável, tanto para direcionamento profissional como de vida. Um ritmo interessante, repleto de dados que comprovam as teorias levantadas, tanto com informações científicas como entrevistas e situações reais. Para aqueles que buscam ter um aproveitamento melhor do seu dia e porque não dizer da vida, este livro mostra que tudo é uma questão de identificar o que pode ser mudado e como encontrar seu método para realizar isso. Ótimo livro. 
"
756,positivo,"Um dos melhores livros de desenvolvimento pessoal já publicados. Leitura obrigatória para quem sente que tem potencial para ser o que deseja ser. Nós somos o que fazemos repetidamente, por isso é essencial entendermos como nossos hábitos moldam nossa essência e futuro. O livro aborda de forma prática como é possível cultivar bons hábitos e como livrar-se dos maus. Dica de hábito angular: Leia o poder do hábito. 
"
757,positivo,"Excelente a primeira parte sobre “Os hábitos dos indivíduos” e fala sobre como funcionam os hábitos, porque fazemos determinadas coisas automaticamente e como também podemos mudar maus hábitos. A leitura se torna um pouco cansativa pelo fato de ser contado através de histórias e estudos feitos em relação ao comportamento. Mas o conteúdo vale a pena. 
"
758,positivo,"O livro é MUITO bom, excelente, aliás. Superou as minhas expectativas, pois consegue ser ""amigável"" na leitura sem abrir mão da ""densidade"" e da complexidade do assunto. E, de forma surpreendente traduz toda a teoria e todos os estudos que embasam o texto numa prática cotidiana, possível para todos os leitores que quiserem mudar as suas vidas. RECOMENDO para todos aqueles que queiram ser protagonistas das suas próprias histórias.
"
759,positivo,"Para quem acompanha a Naty há tempos este livro não tem muitas novidades no quesito poupar e investir. A parte nova e mais interessante é saber mais detalhes da trajetória até o primeiro milhão, com números e exemplos reais. É ótimo para dar de presente para os amigos com dívidas! 
"
760,positivo,"O que esperar deste livro? Conceitos de economia escritos de forma simples, rápida e direta. Adorei o livro, consegui terminá-lo em menos de 4 dias...que livro hein? Parabéns a Nathalia Arcuri pela forma de abordar um dos temas mais temidos pela população: poupar/ investir dinheiro. Como eu sou fã de Nathalia Arcuri, decidi comprar a versão ebook, por duas razões: 1. mais fácil a leitura com o kindle, afinal de contas, da para levá-lo para qualquer lugar 2. óbvio, era mais barato Nath, me perdoe, fiquei sem seu autógrafo, mas, sigo sua fã! rsrs 
"
761,positivo,"Livro objetivo e cheios de macetes maravilhosos, descobri o quanto gasto , o quanto ganho e o quanto me sobra, descobri meu salario /hora . Nathy arcuri é fantástica , transmite e nos ensina com muito bom humor a cuidar do nosso dinheiro. Alias com as dicas dela negociei uma divida de R$ 13.087,00 e paguei a vista R$ 2.089,63 ao banco, aprendi que não adianta querer investir ou antecipar parcelas de financiamento se você esta endividada, quite suas dividas e após sim , invista. comprei e já li duas vezes, uma leitura leve ,simples e muito divertida. você aprende brincando. mega recomendo, livro de cabeceira. 
"
762,positivo,"Comprei o livro sem muita expectativa, porque já tinha enjoado um pouco do canal do Youtube. Mas me surpreendi, o conteúdo é bem estruturado, em linguagem simples e realmente dá uma vontade de sair organizando a vida financeira. Li super rápido e já quero ler de novo. Recomendo. 
"
763,positivo,"Para quem já segue a Nath no Canal Me Poupe!, do Youtube, o livro é um aprofundamento dos assuntos mais importantes já abordados em seus vídeos. Com uma linguagem direta e divertida - sendo esta uma marca importantíssima de seu impecável trabalho! -, a autora nos guia no campo das finanças pessoais, podendo ser posto em prática por qualquer pessoa que tenha disciplina e deseja enriquecer! Para que já tem uma noção de finanças ou para quem está no primeiro contato com esse assunto, ainda tão espinhoso em nosso meio, leitura mais que indicada! 
"
764,positivo,"O livro é exatamente como a autora, descontraído, com muitas verdades e dicas praticas. A leitura me fez abrir os olhos para muitas coisas: como a falta de objetivo nos leva a gastar os recursos financeiros de modo imprudente. Tem alguns exercícios e cálculos, que nos ajudam a ver o quanto nos custa gastar sem planejar, e o quanto planejar pode nos dar a oportunidade de alcançarmos muitos objetos a curto, médio e longo prazo. 
"
765,positivo,"Gostei do livro! Direito ao ponto e sem firulas. Estou bastante empolgada e não o terminei ainda. Está sendo legal ler agora que tomei gosto pelo controle de finanças por conta própria. Não tenho certeza se antes de ter um grande objetivo seria capaz de me engajar na filosofia do livro. 
"
766,positivo,"Nesse livro ela mostra como funciona a mente de pessoas que ficaram  ricas partindo do zero mas com muita força de vontade,  foco e autocontrole. Dá umas dicas boas de como pelo menos iniciar pra obter o que deseja Algumas situações me trazem à lembrança um amigo muito querido mas que tinha essa atitude da Natália Sempre a gente que pagava as coisas pra ele e a gente sabia que ele tinha dinheiro, mas ele se esquivava de gastar Em qualquer lugar que ele ia. Esse amigo hoje está muito bem financeiramente falando Serve de exemplo porque ele sempre trabalhou muito e nunca gastou dinheiro com bobagens Ajuda. Se você ler e fizer direitinho como a Natália fez, com certeza vai ter um bom resultado Estudar muito, economizar, trabalhar Não desperdiçar.
"
767,positivo,"Ótimo Livro. Possui linguagem clara e objetiva com muito toque de humor. Percebe-se a intenção de trazer sucesso financeiro ao leitor sem meios termos. Indico para todos, comprem sem medo, pois além de dar dicas econômicas, trás também dicas de como proceder no dia a dia, de como investir, de fazer com que identifiquemos nossos obstáculos, dentre vários outros ensinamentos. 
"
768,positivo,"Não conhecia o canal do youtube nem a Autora. Comprei pelo título e pela capa, confesso. Mas me vi desde o primeiro momento de leitura, cativada por um discurso prático, objetivo e convincente. Com essa obra, aprendi um novo olhar sobre a relação com o dinheiro, com os bens materiais e não materiais, com os propósitos de vida. E espero  conseguir pôr em prática as valorosas dicas da autora. 
"
769,positivo,"A Nath mistura em doses iguais educação financeira com auto ajuda. Linguagem acessível e toca em pontos que, mesmo que você já esteja focando, são aprofundados. 
"
770,positivo,"Nathalia arcuri, conta como conseguiu seu primeiro milhão... Sem vergonha de falar sobre dinheiro e a influência em nossas vidas... Sobre o consumo que nos impedi de realizarmos nossos sonhos... Em linguagem simples fala sobre poupança, prividência privada, tesouro direto, selic, juros composto, cdb, cdi, lca, lci, etc.... E finaliza falando sobre o verdadeiro sentido da gratidão... 
"
